customer_id,cohort,acquisition_date,order_date,order_amount
239,2025-11,2025-11-26,2025-11-26,19.5
240,2025-11,2025-11-04,2025-11-04,42.16
241,2025-11,2025-11-29,2025-11-29,5.87
241,2025-11,2025-11-29,2025-12-23,5.84
242,2025-11,2025-11-05,2025-11-05,23.13
242,2025-11,2025-11-05,2025-11-27,11.33
243,2025-11,2025-11-21,2025-11-21,13.86
243,2025-11,2025-11-21,2025-12-12,25.76
243,2025-11,2025-11-21,2025-12-25,46.34
243,2025-11,2025-11-21,2026-01-01,22.19
244,2025-11,2025-11-09,2025-11-09,49.91
244,2025-11,2025-11-09,2026-01-12,33.85
244,2025-11,2025-11-09,2026-02-05,39.32
245,2025-11,2025-11-15,2025-11-15,30.43
245,2025-11,2025-11-15,2025-11-18,24.03
245,2025-11,2025-11-15,2025-11-22,24.9
245,2025-11,2025-11-15,2025-12-08,57.59
245,2025-11,2025-11-15,2025-12-27,23.05
246,2025-11,2025-11-29,2025-11-29,8.83
247,2025-11,2025-11-16,2025-11-16,76.87
248,2025-11,2025-11-06,2025-11-06,50.43
249,2025-11,2025-11-22,2025-11-22,43.57
249,2025-11,2025-11-22,2026-01-17,10.36
249,2025-11,2025-11-22,2026-01-26,46.73
249,2025-11,2025-11-22,2026-01-28,25.1
250,2025-11,2025-11-23,2025-11-23,43.19
250,2025-11,2025-11-23,2025-12-06,33.49
250,2025-11,2025-11-23,2025-12-09,36.64
251,2025-12,2025-12-13,2025-12-13,30.96
251,2025-12,2025-12-13,2026-01-22,21.35
252,2025-12,2025-12-14,2025-12-14,13.17
253,2025-12,2025-12-07,2025-12-07,30.29
254,2025-12,2025-12-12,2025-12-12,37.58
255,2025-12,2025-12-11,2025-12-11,20.61
255,2025-12,2025-12-11,2025-12-13,41.79
256,2025-12,2025-12-24,2025-12-24,43.59
257,2025-12,2025-12-12,2025-12-12,61.54
258,2025-12,2025-12-01,2025-12-01,20.88
258,2025-12,2025-12-01,2025-12-11,10.37
258,2025-12,2025-12-01,2025-12-15,52.21
258,2025-12,2025-12-01,2025-12-15,29.51
258,2025-12,2025-12-01,2025-12-18,12.7
258,2025-12,2025-12-01,2025-12-23,27.52
259,2025-12,2025-12-01,2025-12-01,47.32
259,2025-12,2025-12-01,2025-12-11,20.91
259,2025-12,2025-12-01,2025-12-13,35.82
260,2025-12,2025-12-17,2025-12-17,15.42
260,2025-12,2025-12-17,2025-12-26,30.52
260,2025-12,2025-12-17,2026-01-05,40.14
260,2025-12,2025-12-17,2026-02-01,69.79
261,2025-12,2025-12-31,2025-12-31,38.16
262,2025-12,2025-12-03,2025-12-03,28.52
263,2025-12,2025-12-04,2025-12-04,15.54
264,2025-12,2025-12-30,2025-12-30,34.7
264,2025-12,2025-12-30,2026-01-06,55.44
264,2025-12,2025-12-30,2026-01-24,14.48
265,2025-12,2025-12-29,2025-12-29,17.44
265,2025-12,2025-12-29,2025-12-31,28.07
265,2025-12,2025-12-29,2026-01-01,27.29
266,2025-12,2025-12-09,2025-12-09,20.02
267,2025-12,2025-12-09,2025-12-09,39.69
268,2025-12,2025-12-02,2025-12-02,36.41
268,2025-12,2025-12-02,2025-12-30,38.62
268,2025-12,2025-12-02,2026-01-25,18.12
269,2025-12,2025-12-06,2025-12-06,13.96
270,2025-12,2025-12-09,2025-12-09,104.64
270,2025-12,2025-12-09,2026-01-02,84.74
271,2025-12,2025-12-05,2025-12-05,15.79
271,2025-12,2025-12-05,2025-12-31,12.55
272,2025-12,2025-12-14,2025-12-14,24.62
273,2025-12,2025-12-28,2025-12-28,23.74
273,2025-12,2025-12-28,2026-01-26,27.77
273,2025-12,2025-12-28,2026-02-17,45.84
274,2025-12,2025-12-27,2025-12-27,38.17
274,2025-12,2025-12-27,2026-03-05,75.89
275,2025-12,2025-12-13,2025-12-13,10.04
276,2025-12,2025-12-05,2025-12-05,38.31
277,2025-12,2025-12-18,2025-12-18,18.06
277,2025-12,2025-12-18,2026-02-02,10.74
277,2025-12,2025-12-18,2026-02-15,9.77
278,2025-12,2025-12-19,2025-12-19,79.24
278,2025-12,2025-12-19,2026-01-03,51.64
278,2025-12,2025-12-19,2026-02-09,75.41
279,2025-12,2025-12-11,2025-12-11,5.15
279,2025-12,2025-12-11,2025-12-13,18.87
280,2025-12,2025-12-09,2025-12-09,54.56
280,2025-12,2025-12-09,2025-12-10,17.81
280,2025-12,2025-12-09,2026-01-03,42.92
281,2025-12,2025-12-23,2025-12-23,35.04
281,2025-12,2025-12-23,2025-12-28,84.16
282,2025-12,2025-12-14,2025-12-14,34.6
283,2025-12,2025-12-29,2025-12-29,17.54
283,2025-12,2025-12-29,2025-12-31,22.55
283,2025-12,2025-12-29,2026-01-06,7.31
283,2025-12,2025-12-29,2026-01-28,8.84
284,2025-12,2025-12-21,2025-12-21,15.34
284,2025-12,2025-12-21,2025-12-23,15.25
285,2025-12,2025-12-26,2025-12-26,28.21
285,2025-12,2025-12-26,2025-12-28,42.69
285,2025-12,2025-12-26,2026-01-03,30.6
286,2025-12,2025-12-20,2025-12-20,23.6
286,2025-12,2025-12-20,2025-12-27,7.42
286,2025-12,2025-12-20,2026-01-16,16.87
287,2025-12,2025-12-03,2025-12-03,23.77
287,2025-12,2025-12-03,2025-12-03,21.28
287,2025-12,2025-12-03,2025-12-06,17.84
287,2025-12,2025-12-03,2025-12-11,30.13
287,2025-12,2025-12-03,2025-12-13,31.3
287,2025-12,2025-12-03,2025-12-17,23.31
287,2025-12,2025-12-03,2025-12-20,36.39
287,2025-12,2025-12-03,2025-12-30,39.79
288,2025-12,2025-12-14,2025-12-14,66.54
288,2025-12,2025-12-14,2026-01-12,13.42
289,2025-12,2025-12-30,2025-12-30,6.14
289,2025-12,2025-12-30,2026-02-06,11.81
289,2025-12,2025-12-30,2026-02-17,13.66
290,2025-12,2025-12-05,2025-12-05,7.6
290,2025-12,2025-12-05,2026-01-05,15.73
291,2025-12,2025-12-17,2025-12-17,33.3
292,2025-12,2025-12-23,2025-12-23,21.63
293,2025-12,2025-12-08,2025-12-08,25.7
293,2025-12,2025-12-08,2025-12-11,27.08
293,2025-12,2025-12-08,2025-12-13,44.64
294,2025-12,2025-12-09,2025-12-09,32.11
295,2025-12,2025-12-02,2025-12-02,84.71
295,2025-12,2025-12-02,2025-12-07,35.87
295,2025-12,2025-12-02,2025-12-08,28.69
296,2025-12,2025-12-30,2025-12-30,15.98
297,2025-12,2025-12-10,2025-12-10,47.76
298,2025-12,2025-12-21,2025-12-21,93.24
299,2025-12,2025-12-10,2025-12-10,20.18
299,2025-12,2025-12-10,2025-12-26,7.98
300,2025-12,2025-12-25,2025-12-25,10.04
301,2026-01,2026-01-07,2026-01-07,11.92
301,2026-01,2026-01-07,2026-03-17,30.79
302,2026-01,2026-01-15,2026-01-15,16.89
303,2026-01,2026-01-17,2026-01-17,18.4
303,2026-01,2026-01-17,2026-03-09,28.81
304,2026-01,2026-01-06,2026-01-06,53.35
305,2026-01,2026-01-09,2026-01-09,12.12
305,2026-01,2026-01-09,2026-01-09,31.3
305,2026-01,2026-01-09,2026-01-20,22.41
305,2026-01,2026-01-09,2026-02-03,12.2
305,2026-01,2026-01-09,2026-02-08,26.08
305,2026-01,2026-01-09,2026-02-09,40.26
305,2026-01,2026-01-09,2026-02-16,4.66
306,2026-01,2026-01-01,2026-01-01,37.49
306,2026-01,2026-01-01,2026-01-07,42.45
306,2026-01,2026-01-01,2026-01-17,105.9
306,2026-01,2026-01-01,2026-01-18,41.33
306,2026-01,2026-01-01,2026-01-24,30.78
307,2026-01,2026-01-17,2026-01-17,19.01
308,2026-01,2026-01-16,2026-01-16,5.66
308,2026-01,2026-01-16,2026-01-23,60.05
308,2026-01,2026-01-16,2026-02-14,45.04
309,2026-01,2026-01-15,2026-01-15,97.07
309,2026-01,2026-01-15,2026-01-18,89.44
309,2026-01,2026-01-15,2026-02-05,64.16
309,2026-01,2026-01-15,2026-02-10,56.92
310,2026-01,2026-01-21,2026-01-21,5.62
310,2026-01,2026-01-21,2026-02-03,26.66
310,2026-01,2026-01-21,2026-03-13,42.41
311,2026-01,2026-01-16,2026-01-16,64.54
311,2026-01,2026-01-16,2026-01-28,88.86
311,2026-01,2026-01-16,2026-02-01,83.78
311,2026-01,2026-01-16,2026-02-02,62.21
311,2026-01,2026-01-16,2026-02-11,73.97
311,2026-01,2026-01-16,2026-02-13,38.25
312,2026-01,2026-01-10,2026-01-10,30.96
313,2026-01,2026-01-23,2026-01-23,23.48
314,2026-01,2026-01-07,2026-01-07,127.23
315,2026-01,2026-01-08,2026-01-08,50.55
315,2026-01,2026-01-08,2026-01-18,40.53
316,2026-01,2026-01-07,2026-01-07,34.88
317,2026-01,2026-01-27,2026-01-27,24.52
318,2026-01,2026-01-29,2026-01-29,32.14
318,2026-01,2026-01-29,2026-03-22,18.52
319,2026-01,2026-01-24,2026-01-24,10.53
319,2026-01,2026-01-24,2026-01-28,11.57
319,2026-01,2026-01-24,2026-02-13,24.13
320,2026-01,2026-01-13,2026-01-13,48.29
320,2026-01,2026-01-13,2026-01-24,17.49
321,2026-01,2026-01-02,2026-01-02,14.26
321,2026-01,2026-01-02,2026-01-06,37.5
321,2026-01,2026-01-02,2026-01-28,23.08
322,2026-01,2026-01-01,2026-01-01,45.86
322,2026-01,2026-01-01,2026-03-04,13.98
323,2026-01,2026-01-21,2026-01-21,14.74
323,2026-01,2026-01-21,2026-02-13,34.14
323,2026-01,2026-01-21,2026-02-18,13.4
324,2026-01,2026-01-09,2026-01-09,55.09
324,2026-01,2026-01-09,2026-02-21,46.9
325,2026-01,2026-01-06,2026-01-06,65.77
325,2026-01,2026-01-06,2026-01-07,24.6
326,2026-01,2026-01-03,2026-01-03,23.27
327,2026-01,2026-01-22,2026-01-22,14.23
328,2026-01,2026-01-27,2026-01-27,128.83
329,2026-01,2026-01-13,2026-01-13,10.15
329,2026-01,2026-01-13,2026-01-29,7.35
329,2026-01,2026-01-13,2026-02-09,20.62
329,2026-01,2026-01-13,2026-02-21,26.83
329,2026-01,2026-01-13,2026-03-05,10.95
329,2026-01,2026-01-13,2026-03-21,12.68
329,2026-01,2026-01-13,2026-04-02,10.93
330,2026-01,2026-01-23,2026-01-23,39.21
330,2026-01,2026-01-23,2026-01-24,79.42
330,2026-01,2026-01-23,2026-02-01,28.01
331,2026-01,2026-01-15,2026-01-15,33.62
331,2026-01,2026-01-15,2026-01-20,61.33
332,2026-01,2026-01-06,2026-01-06,11.73
333,2026-01,2026-01-09,2026-01-09,4.11
334,2026-01,2026-01-15,2026-01-15,21.15
335,2026-01,2026-01-01,2026-01-01,36.77
335,2026-01,2026-01-01,2026-01-09,71.69
336,2026-01,2026-01-12,2026-01-12,67.58
336,2026-01,2026-01-12,2026-01-22,57.55
336,2026-01,2026-01-12,2026-04-22,63.15
336,2026-01,2026-01-12,2026-04-29,32.75
337,2026-01,2026-01-08,2026-01-08,11.68
338,2026-01,2026-01-02,2026-01-02,44.36
338,2026-01,2026-01-02,2026-01-30,9.69
339,2026-01,2026-01-10,2026-01-10,11.47
339,2026-01,2026-01-10,2026-01-16,8.2
339,2026-01,2026-01-10,2026-01-21,11.2
340,2026-01,2026-01-06,2026-01-06,32.58
341,2026-01,2026-01-01,2026-01-01,96.57
342,2026-01,2026-01-11,2026-01-11,28.6
343,2026-01,2026-01-13,2026-01-13,24.58
344,2026-01,2026-01-03,2026-01-03,42.17
344,2026-01,2026-01-03,2026-01-18,12.41
344,2026-01,2026-01-03,2026-02-10,32.98
345,2026-01,2026-01-17,2026-01-17,31.38
346,2026-01,2026-01-21,2026-01-21,15.48
346,2026-01,2026-01-21,2026-01-27,21.67
346,2026-01,2026-01-21,2026-01-28,11.79
346,2026-01,2026-01-21,2026-02-06,12.31
347,2026-01,2026-01-25,2026-01-25,20.62
348,2026-01,2026-01-01,2026-01-01,30.82
348,2026-01,2026-01-01,2026-01-03,36.62
349,2026-01,2026-01-09,2026-01-09,50.48
349,2026-01,2026-01-09,2026-04-05,34.71
350,2026-01,2026-01-03,2026-01-03,110.17
351,2026-02,2026-02-05,2026-02-05,33.0
351,2026-02,2026-02-05,2026-02-17,53.63
352,2026-02,2026-02-19,2026-02-19,22.54
352,2026-02,2026-02-19,2026-05-21,20.77
353,2026-02,2026-02-13,2026-02-13,22.47
354,2026-02,2026-02-01,2026-02-01,17.9
355,2026-02,2026-02-10,2026-02-10,17.26
356,2026-02,2026-02-10,2026-02-10,63.17
357,2026-02,2026-02-21,2026-02-21,106.88
358,2026-02,2026-02-08,2026-02-08,11.68
358,2026-02,2026-02-08,2026-02-10,26.36
358,2026-02,2026-02-08,2026-02-26,27.25
359,2026-02,2026-02-17,2026-02-17,33.64
359,2026-02,2026-02-17,2026-03-16,29.56
360,2026-02,2026-02-25,2026-02-25,15.26
360,2026-02,2026-02-25,2026-03-01,31.01
361,2026-02,2026-02-22,2026-02-22,5.11
362,2026-02,2026-02-23,2026-02-23,7.12
362,2026-02,2026-02-23,2026-03-20,7.99
362,2026-02,2026-02-23,2026-03-23,12.24
363,2026-02,2026-02-20,2026-02-20,18.24
363,2026-02,2026-02-20,2026-03-04,31.47
364,2026-02,2026-02-25,2026-02-25,21.18
364,2026-02,2026-02-25,2026-03-07,5.83
364,2026-02,2026-02-25,2026-03-12,11.75
364,2026-02,2026-02-25,2026-03-20,14.86
365,2026-02,2026-02-05,2026-02-05,23.94
365,2026-02,2026-02-05,2026-03-16,39.23
365,2026-02,2026-02-05,2026-03-30,41.41
365,2026-02,2026-02-05,2026-04-25,28.61
365,2026-02,2026-02-05,2026-04-26,8.42
366,2026-02,2026-02-05,2026-02-05,57.67
367,2026-02,2026-02-02,2026-02-02,80.89
368,2026-02,2026-02-27,2026-02-27,10.5
368,2026-02,2026-02-27,2026-03-21,11.31
368,2026-02,2026-02-27,2026-03-25,56.54
368,2026-02,2026-02-27,2026-04-26,59.86
369,2026-02,2026-02-17,2026-02-17,16.16
369,2026-02,2026-02-17,2026-03-09,12.48
370,2026-02,2026-02-14,2026-02-14,35.57
371,2026-02,2026-02-24,2026-02-24,64.01
371,2026-02,2026-02-24,2026-03-18,72.95
371,2026-02,2026-02-24,2026-03-21,58.22
372,2026-02,2026-02-17,2026-02-17,15.37
372,2026-02,2026-02-17,2026-02-21,19.9
372,2026-02,2026-02-17,2026-03-05,13.87
372,2026-02,2026-02-17,2026-03-18,13.66
373,2026-02,2026-02-25,2026-02-25,37.5
374,2026-02,2026-02-17,2026-02-17,22.13
375,2026-02,2026-02-19,2026-02-19,42.18
375,2026-02,2026-02-19,2026-03-16,53.96
375,2026-02,2026-02-19,2026-03-17,15.86
375,2026-02,2026-02-19,2026-03-17,65.33
376,2026-02,2026-02-01,2026-02-01,64.18
376,2026-02,2026-02-01,2026-02-27,23.75
377,2026-02,2026-02-22,2026-02-22,40.08
377,2026-02,2026-02-22,2026-03-12,44.03
377,2026-02,2026-02-22,2026-03-15,32.57
377,2026-02,2026-02-22,2026-03-16,13.14
377,2026-02,2026-02-22,2026-03-19,17.08
377,2026-02,2026-02-22,2026-03-22,33.26
378,2026-02,2026-02-23,2026-02-23,46.57
378,2026-02,2026-02-23,2026-03-15,116.88
379,2026-02,2026-02-08,2026-02-08,31.06
380,2026-02,2026-02-03,2026-02-03,23.11
380,2026-02,2026-02-03,2026-02-03,20.61
380,2026-02,2026-02-03,2026-02-04,38.63
381,2026-02,2026-02-05,2026-02-05,60.93
381,2026-02,2026-02-05,2026-02-25,89.72
382,2026-02,2026-02-12,2026-02-12,91.73
383,2026-02,2026-02-04,2026-02-04,36.11
383,2026-02,2026-02-04,2026-04-17,38.96
384,2026-02,2026-02-27,2026-02-27,58.48
384,2026-02,2026-02-27,2026-04-12,77.8
385,2026-02,2026-02-18,2026-02-18,69.87
386,2026-02,2026-02-02,2026-02-02,13.99
387,2026-02,2026-02-21,2026-02-21,37.38
388,2026-02,2026-02-01,2026-02-01,82.62
388,2026-02,2026-02-01,2026-02-21,127.86
388,2026-02,2026-02-01,2026-03-20,41.98
388,2026-02,2026-02-01,2026-03-24,36.01
389,2026-02,2026-02-08,2026-02-08,23.32
389,2026-02,2026-02-08,2026-02-08,14.27
389,2026-02,2026-02-08,2026-02-16,16.27
389,2026-02,2026-02-08,2026-02-23,13.26
390,2026-02,2026-02-15,2026-02-15,7.48
391,2026-02,2026-02-26,2026-02-26,18.07
392,2026-02,2026-02-03,2026-02-03,34.25
393,2026-02,2026-02-24,2026-02-24,190.59
394,2026-02,2026-02-17,2026-02-17,55.64
394,2026-02,2026-02-17,2026-03-17,40.51
395,2026-02,2026-02-18,2026-02-18,16.68
396,2026-02,2026-02-03,2026-02-03,10.23
396,2026-02,2026-02-03,2026-02-24,5.63
397,2026-02,2026-02-17,2026-02-17,20.66
397,2026-02,2026-02-17,2026-02-19,26.76
397,2026-02,2026-02-17,2026-03-12,32.63
397,2026-02,2026-02-17,2026-04-11,25.51
398,2026-02,2026-02-16,2026-02-16,19.52
399,2026-02,2026-02-09,2026-02-09,53.22
399,2026-02,2026-02-09,2026-02-11,18.25
399,2026-02,2026-02-09,2026-03-06,14.59
399,2026-02,2026-02-09,2026-03-08,9.39
400,2026-02,2026-02-09,2026-02-09,98.69
401,2026-03,2026-03-08,2026-03-08,19.06
402,2026-03,2026-03-24,2026-03-24,31.5
402,2026-03,2026-03-24,2026-04-29,40.87
402,2026-03,2026-03-24,2026-04-30,16.61
402,2026-03,2026-03-24,2026-05-16,18.93
402,2026-03,2026-03-24,2026-05-17,42.47
402,2026-03,2026-03-24,2026-06-06,20.35
402,2026-03,2026-03-24,2026-06-07,21.1
402,2026-03,2026-03-24,2026-06-12,51.81
403,2026-03,2026-03-28,2026-03-28,72.43
404,2026-03,2026-03-13,2026-03-13,11.59
404,2026-03,2026-03-13,2026-03-15,29.66
405,2026-03,2026-03-16,2026-03-16,100.12
405,2026-03,2026-03-16,2026-04-14,95.18
405,2026-03,2026-03-16,2026-04-24,140.82
405,2026-03,2026-03-16,2026-05-06,84.75
406,2026-03,2026-03-25,2026-03-25,22.62
407,2026-03,2026-03-02,2026-03-02,6.15
408,2026-03,2026-03-20,2026-03-20,28.04
409,2026-03,2026-03-21,2026-03-21,23.85
410,2026-03,2026-03-21,2026-03-21,40.26
410,2026-03,2026-03-21,2026-03-27,30.89
410,2026-03,2026-03-21,2026-04-22,39.36
410,2026-03,2026-03-21,2026-05-09,26.43
411,2026-03,2026-03-05,2026-03-05,37.12
411,2026-03,2026-03-05,2026-03-15,24.09
412,2026-03,2026-03-09,2026-03-09,24.51
412,2026-03,2026-03-09,2026-04-28,48.8
412,2026-03,2026-03-09,2026-05-01,17.88
413,2026-03,2026-03-23,2026-03-23,39.29
413,2026-03,2026-03-23,2026-04-01,45.23
414,2026-03,2026-03-20,2026-03-20,67.26
415,2026-03,2026-03-19,2026-03-19,50.29
415,2026-03,2026-03-19,2026-03-23,97.41
415,2026-03,2026-03-19,2026-04-18,39.44
416,2026-03,2026-03-16,2026-03-16,39.78
416,2026-03,2026-03-16,2026-03-17,64.14
417,2026-03,2026-03-16,2026-03-16,30.1
417,2026-03,2026-03-16,2026-03-24,19.11
417,2026-03,2026-03-16,2026-04-06,32.65
418,2026-03,2026-03-04,2026-03-04,20.03
419,2026-03,2026-03-23,2026-03-23,28.57
420,2026-03,2026-03-07,2026-03-07,16.21
420,2026-03,2026-03-07,2026-03-22,20.51
420,2026-03,2026-03-07,2026-03-28,22.21
421,2026-03,2026-03-10,2026-03-10,17.27
422,2026-03,2026-03-23,2026-03-23,38.13
423,2026-03,2026-03-17,2026-03-17,29.73
423,2026-03,2026-03-17,2026-03-26,36.26
423,2026-03,2026-03-17,2026-03-31,35.19
423,2026-03,2026-03-17,2026-03-31,39.73
423,2026-03,2026-03-17,2026-03-31,30.63
424,2026-03,2026-03-25,2026-03-25,35.85
424,2026-03,2026-03-25,2026-03-28,73.72
424,2026-03,2026-03-25,2026-03-31,20.73
424,2026-03,2026-03-25,2026-04-11,67.07
424,2026-03,2026-03-25,2026-04-22,16.37
425,2026-03,2026-03-10,2026-03-10,54.05
425,2026-03,2026-03-10,2026-04-11,46.19
426,2026-03,2026-03-30,2026-03-30,39.96
427,2026-03,2026-03-16,2026-03-16,87.94
427,2026-03,2026-03-16,2026-03-16,82.78
428,2026-03,2026-03-10,2026-03-10,27.0
428,2026-03,2026-03-10,2026-03-12,17.62
428,2026-03,2026-03-10,2026-03-24,35.09
428,2026-03,2026-03-10,2026-04-05,51.78
429,2026-03,2026-03-17,2026-03-17,12.45
430,2026-03,2026-03-31,2026-03-31,12.36
430,2026-03,2026-03-31,2026-05-14,12.36
431,2026-03,2026-03-09,2026-03-09,12.5
431,2026-03,2026-03-09,2026-03-21,13.98
432,2026-03,2026-03-07,2026-03-07,10.36
432,2026-03,2026-03-07,2026-04-05,47.61
432,2026-03,2026-03-07,2026-04-08,10.35
432,2026-03,2026-03-07,2026-04-12,34.09
432,2026-03,2026-03-07,2026-05-05,17.87
433,2026-03,2026-03-19,2026-03-19,30.35
433,2026-03,2026-03-19,2026-03-21,21.17
433,2026-03,2026-03-19,2026-03-23,31.36
433,2026-03,2026-03-19,2026-05-04,43.56
433,2026-03,2026-03-19,2026-05-11,24.99
434,2026-03,2026-03-09,2026-03-09,17.71
434,2026-03,2026-03-09,2026-03-20,17.69
435,2026-03,2026-03-05,2026-03-05,22.84
435,2026-03,2026-03-05,2026-03-13,15.56
435,2026-03,2026-03-05,2026-03-21,24.29
435,2026-03,2026-03-05,2026-03-24,11.29
435,2026-03,2026-03-05,2026-03-25,29.26
435,2026-03,2026-03-05,2026-03-31,31.1
436,2026-03,2026-03-29,2026-03-29,7.74
436,2026-03,2026-03-29,2026-05-01,9.57
437,2026-03,2026-03-23,2026-03-23,41.94
437,2026-03,2026-03-23,2026-03-30,19.79
437,2026-03,2026-03-23,2026-04-03,27.19
437,2026-03,2026-03-23,2026-04-07,18.8
437,2026-03,2026-03-23,2026-04-20,32.56
437,2026-03,2026-03-23,2026-04-20,20.08
438,2026-03,2026-03-16,2026-03-16,20.36
439,2026-03,2026-03-13,2026-03-13,55.23
439,2026-03,2026-03-13,2026-04-12,31.81
440,2026-03,2026-03-06,2026-03-06,22.72
440,2026-03,2026-03-06,2026-03-06,16.65
440,2026-03,2026-03-06,2026-03-21,8.0
440,2026-03,2026-03-06,2026-04-26,13.39
441,2026-03,2026-03-15,2026-03-15,109.7
442,2026-03,2026-03-13,2026-03-13,14.86
442,2026-03,2026-03-13,2026-03-22,18.02
443,2026-03,2026-03-24,2026-03-24,63.24
444,2026-03,2026-03-05,2026-03-05,109.18
444,2026-03,2026-03-05,2026-03-16,75.1
444,2026-03,2026-03-05,2026-03-18,29.92
445,2026-03,2026-03-13,2026-03-13,78.47
446,2026-03,2026-03-11,2026-03-11,56.95
446,2026-03,2026-03-11,2026-03-14,99.83
447,2026-03,2026-03-27,2026-03-27,12.96
448,2026-03,2026-03-11,2026-03-11,13.95
449,2026-03,2026-03-01,2026-03-01,51.56
449,2026-03,2026-03-01,2026-04-10,30.68
450,2026-03,2026-03-25,2026-03-25,21.89
450,2026-03,2026-03-25,2026-04-04,31.53
451,2026-04,2026-04-27,2026-04-27,30.3
451,2026-04,2026-04-27,2026-05-09,16.14
452,2026-04,2026-04-04,2026-04-04,16.15
453,2026-04,2026-04-30,2026-04-30,76.39
454,2026-04,2026-04-07,2026-04-07,31.49
454,2026-04,2026-04-07,2026-04-29,53.76
454,2026-04,2026-04-07,2026-05-07,12.8
454,2026-04,2026-04-07,2026-06-04,49.54
455,2026-04,2026-04-24,2026-04-24,57.13
455,2026-04,2026-04-24,2026-04-26,78.25
455,2026-04,2026-04-24,2026-05-02,88.55
455,2026-04,2026-04-24,2026-05-03,94.54
455,2026-04,2026-04-24,2026-05-05,91.91
455,2026-04,2026-04-24,2026-05-06,82.41
455,2026-04,2026-04-24,2026-06-05,43.66
455,2026-04,2026-04-24,2026-06-11,52.63
455,2026-04,2026-04-24,2026-06-20,24.21
456,2026-04,2026-04-03,2026-04-03,94.53
457,2026-04,2026-04-12,2026-04-12,21.13
458,2026-04,2026-04-30,2026-04-30,40.61
458,2026-04,2026-04-30,2026-06-12,19.97
458,2026-04,2026-04-30,2026-06-23,15.94
459,2026-04,2026-04-09,2026-04-09,18.99
459,2026-04,2026-04-09,2026-05-06,6.99
460,2026-04,2026-04-02,2026-04-02,22.18
461,2026-04,2026-04-09,2026-04-09,16.5
461,2026-04,2026-04-09,2026-04-10,12.66
461,2026-04,2026-04-09,2026-04-12,7.06
462,2026-04,2026-04-27,2026-04-27,32.04
462,2026-04,2026-04-27,2026-05-18,18.59
463,2026-04,2026-04-10,2026-04-10,10.02
463,2026-04,2026-04-10,2026-04-30,25.82
463,2026-04,2026-04-10,2026-06-08,9.42
464,2026-04,2026-04-05,2026-04-05,53.27
464,2026-04,2026-04-05,2026-04-12,54.38
465,2026-04,2026-04-09,2026-04-09,11.53
466,2026-04,2026-04-14,2026-04-14,49.61
466,2026-04,2026-04-14,2026-04-30,24.33
467,2026-04,2026-04-11,2026-04-11,24.37
467,2026-04,2026-04-11,2026-04-17,16.61
467,2026-04,2026-04-11,2026-05-22,27.29
467,2026-04,2026-04-11,2026-06-04,33.21
468,2026-04,2026-04-26,2026-04-26,18.24
469,2026-04,2026-04-14,2026-04-14,63.94
469,2026-04,2026-04-14,2026-05-12,10.4
470,2026-04,2026-04-01,2026-04-01,9.83
470,2026-04,2026-04-01,2026-04-26,12.69
471,2026-04,2026-04-25,2026-04-25,19.42
472,2026-04,2026-04-21,2026-04-21,34.02
473,2026-04,2026-04-13,2026-04-13,17.9
473,2026-04,2026-04-13,2026-05-11,36.27
473,2026-04,2026-04-13,2026-05-12,22.64
474,2026-04,2026-04-18,2026-04-18,74.86
474,2026-04,2026-04-18,2026-05-05,43.84
475,2026-04,2026-04-07,2026-04-07,15.84
475,2026-04,2026-04-07,2026-04-09,23.84
475,2026-04,2026-04-07,2026-04-30,25.46
475,2026-04,2026-04-07,2026-05-08,22.08
475,2026-04,2026-04-07,2026-06-05,17.9
476,2026-04,2026-04-24,2026-04-24,22.98
477,2026-04,2026-04-14,2026-04-14,65.42
477,2026-04,2026-04-14,2026-04-28,65.23
477,2026-04,2026-04-14,2026-05-03,30.69
477,2026-04,2026-04-14,2026-05-08,62.05
478,2026-04,2026-04-05,2026-04-05,37.89
478,2026-04,2026-04-05,2026-04-25,18.27
479,2026-04,2026-04-28,2026-04-28,60.03
479,2026-04,2026-04-28,2026-04-29,71.81
479,2026-04,2026-04-28,2026-05-07,84.12
479,2026-04,2026-04-28,2026-05-13,85.55
480,2026-04,2026-04-30,2026-04-30,38.38
481,2026-04,2026-04-30,2026-04-30,10.69
481,2026-04,2026-04-30,2026-05-04,17.56
481,2026-04,2026-04-30,2026-05-17,11.23
481,2026-04,2026-04-30,2026-06-04,7.99
482,2026-04,2026-04-16,2026-04-16,31.58
482,2026-04,2026-04-16,2026-04-29,18.63
483,2026-04,2026-04-11,2026-04-11,59.17
484,2026-04,2026-04-10,2026-04-10,29.64
484,2026-04,2026-04-10,2026-04-18,13.24
484,2026-04,2026-04-10,2026-04-19,20.61
484,2026-04,2026-04-10,2026-06-02,27.64
485,2026-04,2026-04-24,2026-04-24,79.08
486,2026-04,2026-04-21,2026-04-21,21.18
487,2026-04,2026-04-09,2026-04-09,44.64
488,2026-04,2026-04-13,2026-04-13,48.42
489,2026-04,2026-04-21,2026-04-21,44.72
490,2026-04,2026-04-08,2026-04-08,29.96
490,2026-04,2026-04-08,2026-04-17,15.86
490,2026-04,2026-04-08,2026-04-23,34.14
490,2026-04,2026-04-08,2026-04-25,57.41
490,2026-04,2026-04-08,2026-05-10,32.13
490,2026-04,2026-04-08,2026-05-11,27.13
